Site ID,Class,Subclass,Status,Name,Make,Model,Cabinet,U Position,Slot Position,IP Address,Serial Number,Type,Function,Contact,Contact Team,Customer,Mounting,Form Factor,Created By,Request Number,Request Stage,Created On,Origin,Notes,PowerIQ Object ID,Integration Status,VM Manager,VM Manager Integration Status,VMware Status Update Date,Customer Service,Technical Support,Account Number,Node Code,Planning Expiration
CM Shanghai,Network,NetworkStack,Planned,G0000083,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.02.01.M215.01.001,29,,,JPE19092061,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:07-05,Import,,1792,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000084,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.02.01.M215.01.001,27,,,JPE19082276,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:08-05,Import,,1855,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000085,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.001,25,,,JPE18462582,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:09-05,Import,,1847,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000086,Opengear,IM7248-2-DAC_IW,XA.SHA.02.01.M215.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:54-05,Import,,1791,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000087,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.02.01.M215.01.001,21,,,JPE19082301,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:11-05,Import,,1854,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000088,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.001,19,,,JPE18460875,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:11-05,Import,,1849,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000089,Fortinet,FortiGate 100EF,XA.SHA.02.01.M215.01.001,13,,,FG1HEFTK18001341,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:12-05,Import,,1857,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000090,Opengear,IM7248-2-DAC_IW,XA.SHA.02.01.M215.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:55-05,Import,,1830,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000092,NOKIA,7750 SR-1s,XA.SHA.02.01.M215.01.001,4,,,NS1929F0079,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:14-05,Import,,1790,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000093,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.002,36,,,JPE18462383,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:15-05,Import,,1851,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000094,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.02.01.M215.01.002,29,,,JPE18433649,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:16-05,Import,,1788,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000095,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.02.01.M215.01.002,27,,,JPE19201728,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:17-05,Import,,1856,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000096,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.002,25,,,JPE18463759,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:18-05,Import,,1848,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000099,NOKIA,7750 SR-1s,XA.SHA.02.01.M215.01.002,4,,,NS1929F0084,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:20-05,Import,,1832,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000100,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.003,28,,,JPE18462754,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:21-05,Import,,1853,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000101,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.02.01.M215.01.003,26,,,JPE18502513,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:20-05,Import,,1843,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000102,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.004,28,,,JPE18460976,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:23-05,Import,,1852,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000103,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.02.01.M215.01.004,26,,,JPE18491695,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:22-05,Import,,1844,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000104,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.005,28,,,JPE18463694,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:25-05,Import,,1861,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000105,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.02.01.M215.01.005,26,,,JPE18334127,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:24-05,Import,,1846,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000218,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.006,28,,,JPE18462755,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:27-05,Import,,1850,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0000219,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.02.01.M215.01.006,26,,,JPE18502509,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:25-05,Import,,1845,,,,,,,,M215,
CM Beijing,Network,NetworkStack,Planned,G0000220,NOKIA,7750 SR-1s,XA.BJS.02.02.2009.01.002,4,,,NS1930F0017,,,,,,Rackable,Fixed,lu_d_zhang,,,04/24/2020 03:17:02-04,Client,,2254,,,,,,,,2009,
CM Shanghai,Network,NetworkStack,Planned,G0000221,PaloAlto Networks,PA-5220,XA.SHA.02.01.M215.01.002,11,,,13201019640,,,,,,Rackable,Fixed,allen_lin4,,,04/09/2020 10:12:44-04,Cloning,,1813,,,,,,,,M215,
CU Beijing,Network,NetworkStack,Planned,G0000222,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.03.04.L4M2.01.004,29,,,JPE19452238,,,,,,Rackable,Fixed,lu_d_zhang,,,06/10/2020 02:05:06-04,Client,,2116,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000223,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.04.03.MD10.01.002,29,,,JPE19452275,,,,,,Rackable,Fixed,lu_d_zhang,,,08/16/2020 23:07:30-04,Client,,2624,,,,,,,,MD10,
CU Shanghai,Network,NetworkStack,Planned,G0000224,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.03.03.J2J3.01.002,15,,,JPE19222154,,,,,,Rackable,Fixed,lu_d_zhang,,,09/16/2020 05:28:59-04,Client,,2784,,,,,,,,J2J3,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000225,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.04.03.MD10.01.002,15,,,JPE20110864,,,,,,Rackable,Fixed,lu_d_zhang,,,12/02/2020 00:59:36-05,Cloning,,27164,,,,,,,,MD10,
CU Shanghai,Network,NetworkStack,Planned,G0000267,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.03.03.J2J3.01.001,29,,,JPE19221963,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:28-05,Import,,1707,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000268,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.03.03.J2J3.01.001,27,,,JPE19082303,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:29-05,Import,,1664,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000269,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.001,25,,,JPE18461014,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:30-05,Import,,1703,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000270,Opengear,IM7248-2-DAC_IW,XA.SHA.03.03.J2J3.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:56-05,Import,,1661,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000271,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.03.03.J2J3.01.001,21,,,JPE19082289,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:32-05,Import,,1708,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000272,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.001,19,,,JPE18462598,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:33-05,Import,,1702,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000273,Fortinet,FortiGate 100EF,XA.SHA.03.03.J2J3.01.001,13,,,FG1HEFTK18001193,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:34-05,Import,,1662,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000274,Opengear,IM7248-2-DAC_IW,XA.SHA.03.03.J2J3.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:57-05,Import,,1663,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000275,NOKIA,7750 SR-1s,XA.SHA.03.03.J2J3.01.001,4,,,NS1929F0137,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:35-05,Import,,1660,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000276,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.002,36,,,JPE18462630,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:36-05,Import,,1704,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000277,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.03.03.J2J3.01.002,29,,,JPE19221979,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:37-05,Import,,1706,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000278,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.03.03.J2J3.01.002,27,,,JPE19082326,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:38-05,Import,,1709,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000279,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.002,25,,,JPE18460849,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:39-05,Import,,1701,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000280,PaloAlto Networks,PA-5220,XA.SHA.03.03.J2J3.01.002,11,,,13201015913,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:40-05,Import,,1689,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000281,NOKIA,7750 SR-1s,XA.SHA.03.03.J2J3.01.002,4,,,NS1929F0141,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:41-05,Import,,1659,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000282,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.003,28,,,JPE18463674,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:41-05,Import,,1705,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000283,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.03.03.J2J3.01.003,26,,,JPE18502280,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:26-05,Import,,1697,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000284,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.004,28,,,JPE18462405,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:43-05,Import,,1699,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000285,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.03.03.J2J3.01.004,26,,,JPE18502504,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:28-05,Import,,1698,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000286,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.005,28,,,JPE18462297,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:46-05,Import,,1700,,,,,,,,J2J3,
CU Shanghai,Network,NetworkStack,Planned,G0000287,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.03.03.J2J3.01.005,26,,,JPE18502475,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:30-05,Import,,1672,,,,,,,,J2J3,
CU Chengdu,Network,NetworkStack,Planned,G0000316,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.03.03.C303.01.001,29,,,JPE19270317,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:48-05,Import,,1775,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000317,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.03.03.C303.01.001,27,,,JPE19082308,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:49-05,Import,,1772,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000318,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.001,25,,,JPE18462623,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:50-05,Import,,1768,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000319,Opengear,IM7248-2-DAC_IW,XA.CTU.03.03.C303.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:58-05,Import,,1754,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000320,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.03.03.C303.01.001,21,,,JPE19082302,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:52-05,Import,,1774,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000321,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.001,19,,,JPE18462332,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:52-05,Import,,1755,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000322,Fortinet,FortiGate 100EF,XA.CTU.03.03.C303.01.001,13,,,FG1HEFTK18001156,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:53-05,Import,,1789,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000323,Opengear,IM7248-2-DAC_IW,XA.CTU.03.03.C303.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:57:59-05,Import,,1771,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000324,NOKIA,7750 SR-1s,XA.CTU.03.03.C303.01.001,4,,,NS1929F0022,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:55-05,Import,,1757,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000325,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.002,36,,,JPE18462353,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:56-05,Import,,1770,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000326,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.03.03.C303.01.002,29,,,JPE19222178,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:57-05,Import,,1773,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000327,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.03.03.C303.01.002,27,,,JPE19082361,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:58-05,Import,,1769,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000328,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.002,25,,,JPE18462645,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:59-05,Import,,1765,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000329,PaloAlto Networks,PA-5220,XA.CTU.03.03.C303.01.002,11,,,13201015910,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:32:59-05,Import,,1781,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000330,NOKIA,7750 SR-1s,XA.CTU.03.03.C303.01.002,4,,,NS1929F0097,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:00-05,Import,,1756,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000331,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.003,28,,,JPE18460740,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:01-05,Import,,1766,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000332,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.03.03.C303.01.003,26,,,JPE18502282,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:06-05,Import,,1786,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000333,Arista Networks,DCS-7010T-48-F,XA.CTU.03.03.C303.01.004,28,,,JPE18463697,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:03-05,Import,,1767,,,,,,,,C303,
CU Chengdu,Network,NetworkStack,Planned,G0000334,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.03.03.C303.01.004,26,,,JPE18502461,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:08-05,Import,,1787,,,,,,,,C303,
CT Chengdu,Network,NetworkStack,Planned,G0000351,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.02.01.4110.01.001,29,,,JPE19092055,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:05-05,Import,,2185,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000352,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.02.01.4110.01.001,27,,,JPE19082293,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:06-05,Import,,2183,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000353,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.001,25,,,JPE18462530,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:07-05,Import,,2217,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000354,Opengear,IM7248-2-DAC_IW,XA.CTU.02.01.4110.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:58:00-05,Import,,2182,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000355,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.02.01.4110.01.001,21,,,JPE19082277,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:09-05,Import,,2188,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000356,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.001,19,,,JPE18462579,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:10-05,Import,,2184,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000357,Fortinet,FortiGate 100EF,XA.CTU.02.01.4110.01.001,13,,,FG1HEFTK18001132,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:11-05,Import,,2218,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000358,Opengear,IM7248-2-DAC_IW,XA.CTU.02.01.4110.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:58:01-05,Import,,2187,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000359,NOKIA,7750 SR-1s,XA.CTU.02.01.4110.01.001,4,,,NS1929F0179,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:12-05,Import,,2176,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000360,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.002,36,,,JPE18462412,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:13-05,Import,,2180,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000361,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.02.01.4110.01.002,29,,,JPE19092044,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:14-05,Import,,2186,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000362,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.02.01.4110.01.002,27,,,JPE19082347,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:15-05,Import,,2181,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000363,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.002,25,,,JPE18462439,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:16-05,Import,,2178,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000364,PaloAlto Networks,PA-5220,XA.CTU.02.01.4110.01.002,11,,,13201015282,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:17-05,Import,,2209,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000365,NOKIA,7750 SR-1s,XA.CTU.02.01.4110.01.002,4,,,NS1929F0133,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:18-05,Import,,2174,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000366,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.003,28,,,JPE18462682,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:19-05,Import,,2179,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000367,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.02.01.4110.01.003,26,,,JPE18491547,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:02-05,Import,,2215,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000368,Arista Networks,DCS-7010T-48-F,XA.CTU.02.01.4110.01.004,28,,,JPE18462681,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:21-05,Import,,2177,,,,,,,,4110,
CT Chengdu,Network,NetworkStack,Planned,G0000369,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.02.01.4110.01.004,26,,,JPE18323710,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:04-05,Import,,2216,,,,,,,,4110,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000431,NOKIA,7750 SR-1s,XA.SHA.04.03.MD10.01.001,4,,,NS1930F0131,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:22-05,Import,,1883,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000454,NOKIA,7750 SR-1s,XA.SHA.04.03.MD10.01.002,4,,,NS1935F0214,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:23-05,Import,,1886,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000547,PaloAlto Networks,PA-5220,XA.SHA.04.03.MD10.01.002,11,,,13201017545,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:24-05,Import,,1887,,,,,,,,MD10,
DR Peng Beijing,Network,NetworkStack,Planned,G0000548,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.04.01.MD09.01.001,29,,,JPE19350587,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:12-05,Import,,28052,,,,,,,,MD09,
CM Beijing,Network,NetworkStack,Planned,G0000550,Opengear,IM7248-2-DAC_IW,XA.BJS.02.02.2009.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:35:35-05,Import,,2259,,,,,,,,2009,
CM Beijing,Network,NetworkStack,Planned,G0000551,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.02.02.2009.01.001,29,,,JPE19092069,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:16-05,Import,,2252,,,,,,,,2009,
DR Peng Beijing,Network,NetworkStack,Planned,G0000552,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.04.01.MD09.01.002,29,,,JPE19380660,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:19-05,Import,,28053,,,,,,,,MD09,
CU Beijing,Network,NetworkStack,Planned,G0000553,PaloAlto Networks,PA-5220,XA.BJS.03.04.L4M2.01.002,11,,,13201017566,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:20-05,Import,,2125,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000555,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.04.03.MD10.01.001,29,,,JPE19391332,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:25-05,Import,,1898,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000557,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.03.04.L4M2.01.003,29,,,JPE19221978,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:22-05,Import,,2121,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000558,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.007,28,,,JPE18510557,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:23-05,Import,,2126,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000559,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.003,25,,,JPE18510953,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:25-05,Import,,2127,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000560,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.003,19,,,JPE18510893,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:27-05,Import,,2130,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000561,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.005,28,,,JPE18510346,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:28-05,Import,,2132,,,,,,,,L4M2,
CM Beijing,Network,NetworkStack,Planned,G0000562,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.02.02.2009.01.002,29,,,JPE19061090,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:30-05,Import,,2257,,,,,,,,2009,
CU Beijing,Network,NetworkStack,Planned,G0000563,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.004,25,,,JPE18511270,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:32-05,Import,,2129,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000564,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.004,36,,,JPE18511284,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:33-05,Import,,2128,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000565,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.006,28,,,JPE18510922,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:35-05,Import,,2131,,,,,,,,L4M2,
